PROBE_ID,SEQ_ID,BH_FDR,Time_Effect
1086_RBPJ_3516;153,1086_RBPJ_3516,0.00146354,0.3472
1411_MAFG_4097;5,1411_MAFG_4097,0.00000362,0.3472
224_RPL23A_6147;61,224_RPL23A_6147,0.00001639,0.3472
339_SEPW1_6415;50,339_SEPW1_6415,0.0000127,0.3472
475_PDHA1_5160;77,475_PDHA1_5160,0.00010017,0.3472
96_ND1_4535;2629,96_ND1_4535,0.00000423,0.3472
991_TSFM_10102;89,991_TSFM_10102,0.00000131,0.3472
1321_MLLT4_4301;357,1321_MLLT4_4301,0.00001139,0.3471
48_RPS6_6194;217,48_RPS6_6194,0.00003139,0.3471
765_ANKRD36_375248;1405,765_ANKRD36_375248,0.00003806,0.3471
100_AKAP17A_8227;317,100_AKAP17A_8227,0.00000101,0.347
1040_DIAPH1_1729;1201,1040_DIAPH1_1729,0.00005071,0.347
1211_OCRL_4952;217,1211_OCRL_4952,0.00001567,0.347
1212_PCF11_51585;369,1212_PCF11_51585,0.00000492,0.347
809_PDS5A_23244;37,809_PDS5A_23244,0.00004719,0.347
1057_SRRM1_10250;893,1057_SRRM1_10250,0.00008365,0.3469
1115_ZNF350_59348;353,1115_ZNF350_59348,0.00003076,0.3469
1319_ARL6IP5_10550;145,1319_ARL6IP5_10550,0.00000465,0.3469
460_NOTCH2_4853;2097,460_NOTCH2_4853,0.00001198,0.3469
707_MORF4L1_10933;165,707_MORF4L1_10933,0.00000255,0.3469
1179_CXXC5_51523;245,1179_CXXC5_51523,0.00002645,0.3468
1187_TDP2_51567;233,1187_TDP2_51567,0.00007577,0.3468
704_XRCC6_2547;529,704_XRCC6_2547,0.00004788,0.3468
811_H3F3C_440093;17,811_H3F3C_440093,0.00005834,0.3468
959_NCOR2_9612;561,959_NCOR2_9612,0.0000054,0.3468
1287_MYO6_4646;625,1287_MYO6_4646,0.00000273,0.3467
714_MYH9_4627;341,714_MYH9_4627,0.00065457,0.3467
731_F5_2153;2117,731_F5_2153,0.00006731,0.3467
1287_MYO6_4646;817,1287_MYO6_4646,0.00083142,0.3466
202_NACA_4666;1701,202_NACA_4666,0.00000078,0.3466
417_PNISR_25957;653,417_PNISR_25957,0.00000132,0.3466
499_TCEAL4_79921;165,499_TCEAL4_79921,0.00011127,0.3466
698_SF1_7536;169,698_SF1_7536,0.00001339,0.3466
1036_WWC1_23286;1065,1036_WWC1_23286,0.00000038,0.3465
1138_SNRNP200_23020;1701,1138_SNRNP200_23020,0.0000203,0.3465
19_NPIP_9284;113,19_NPIP_9284,0.0000039,0.3465
347_TDG_6996;53,347_TDG_6996,0.00034107,0.3465
852_RAI1_10743;1213,852_RAI1_10743,0.00002953,0.3465
PCA19;217,PCA19,0.00000389,0.3464
1143_PHF2_5253;161,1143_PHF2_5253,0.000015,0.3464
1169_ILF2_3608;213,1169_ILF2_3608,0.00037536,0.3464
1392_C20orf108_116151;77,1392_C20orf108_116151,0.00001014,0.3464
564_HIST2H2AC_8338;113,564_HIST2H2AC_8338,0.00000028,0.3464
1125_IGF2_3481;129,1125_IGF2_3481,0.00002238,0.3463
1244_ETFB_2109;193,1244_ETFB_2109,0.00006147,0.3463
1321_MLLT4_4301;1421,1321_MLLT4_4301,0.00001403,0.3463
305_NFE2L1_4779;585,305_NFE2L1_4779,0.0000029,0.3463
941_PSMC1_5700;409,941_PSMC1_5700,0.00000187,0.3463
CAT1686_T107057_G025268_1_5122_5934_813;237,CAT1686_T107057_G025268_1_5122_5934_813,0.00039179,0.3462
1216_UBE2I_7329;141,1216_UBE2I_7329,0.0000042,0.3462
137_RPL14_9045;97,137_RPL14_9045,0.00000308,0.3462
592_NET1_10276;385,592_NET1_10276,0.00001123,0.3462
PCAT1_T351126_G082910_1_3108_3569_462;13,PCAT1_T351126_G082910_1_3108_3569_462,0.00000688,0.3461
1337_SIDT2_51092;309,1337_SIDT2_51092,0.00030064,0.3461
987_DDX47_51202;301,987_DDX47_51202,0.0000038,0.3461
ADT26;793,ADT26,0.00012625,0.346
1008_IDH1_3417;81,1008_IDH1_3417,0.00002995,0.346
114_SRRM2_23524;725,114_SRRM2_23524,0.00000199,0.346
1258_SRSF10_10772;241,1258_SRSF10_10772,0.00009324,0.346
1328_MT1L_4500;17,1328_MT1L_4500,0.0000809,0.346
1398_BANP_54971;313,1398_BANP_54971,0.00056679,0.346
460_NOTCH2_4853;1597,460_NOTCH2_4853,0.00000995,0.346
590_PSMA1_5682;37,590_PSMA1_5682,0.00007373,0.346
1007_SEL1L3_23231;129,1007_SEL1L3_23231,0.00020005,0.3459
1171_SF3B1_23451;1061,1171_SF3B1_23451,0.00017187,0.3459
610_USP9X_8239;337,610_USP9X_8239,0.00001286,0.3459
954_FAM177A1_283635;41,954_FAM177A1_283635,0.00003158,0.3459
PRO14;2333,PRO14,0.00000279,0.3458
1160_CYFIP1_23191;1173,1160_CYFIP1_23191,0.00015444,0.3458
150_YWHAG_7532;113,150_YWHAG_7532,0.00002101,0.3458
275_RPL37A_6168;41,275_RPL37A_6168,0.0000423,0.3458
611_KIAA1429_25962;1365,611_KIAA1429_25962,0.00050631,0.3458
68_GNAS_2778;637,68_GNAS_2778,0.00001503,0.3458
34_PTPRF_5792;65,34_PTPRF_5792,0.0000112,0.3457
1173_ATP1B1_481;173,1173_ATP1B1_481,0.00040633,0.3456
1431_ZNF462_58499;2217,1431_ZNF462_58499,0.00000952,0.3456
1434_PKN2_5586;345,1434_PKN2_5586,0.02028173,0.3456
611_KIAA1429_25962;409,611_KIAA1429_25962,0.00031939,0.3456
101_HSPH1_10808;477,101_HSPH1_10808,0.00027886,0.3455
157_RPS13_6207;97,157_RPS13_6207,0.00010575,0.3455
744_C21orf59_56683;209,744_C21orf59_56683,0.00003819,0.3455
1162_LIMS1_3987;297,1162_LIMS1_3987,0.00000208,0.3454
1202_CTNNA1_1495;873,1202_CTNNA1_1495,0.00000379,0.3454
459_CLTC_1213;161,459_CLTC_1213,0.00025829,0.3454
640_VPS35_55737;701,640_VPS35_55737,0.00008919,0.3454
773_PHF8_23133;533,773_PHF8_23133,0.00000179,0.3454
1152_HIST1H4L_8368;13,1152_HIST1H4L_8368,0.000028,0.3453
1431_ZNF462_58499;1665,1431_ZNF462_58499,0.00008636,0.3453
316_HIST1H1C_3006;25,316_HIST1H1C_3006,0.00000593,0.3453
448_GOLGA4_2803;969,448_GOLGA4_2803,0.00001055,0.3453
646_FASTK_10922;529,646_FASTK_10922,0.00123012,0.3453
718_HIST1H4C_8364;13,718_HIST1H4C_8364,0.000028,0.3453
946_NKTR_4820;325,946_NKTR_4820,0.00001523,0.3453
990_AKAP9_10142;893,990_AKAP9_10142,0.00007076,0.3453
990_AKAP9_10142;2941,990_AKAP9_10142,0.00004748,0.3453
CTA22;13,CTA22,0.00002758,0.3452
1004_TRIP12_9320;1253,1004_TRIP12_9320,0.0007621,0.3452
852_RAI1_10743;1409,852_RAI1_10743,0.00000444,0.3452
1004_TRIP12_9320;101,1004_TRIP12_9320,0.00002589,0.3451
990_AKAP9_10142;3657,990_AKAP9_10142,0.00004239,0.345
PRO18;601,PRO18,0.0000104,0.3449
624_PHB2_11331;245,624_PHB2_11331,0.00013658,0.3449
1015_MCCC1_56922;681,1015_MCCC1_56922,0.00001645,0.3448
1052_ARL6IP4_51329;181,1052_ARL6IP4_51329,0.00001103,0.3448
114_SRRM2_23524;1777,114_SRRM2_23524,0.00005071,0.3448
527_PALM2-AKAP2_445815;257,527_PALM2-AKAP2_445815,0.00009804,0.3448
1171_SF3B1_23451;1057,1171_SF3B1_23451,0.00031179,0.3447
1363_LEF1_51176;289,1363_LEF1_51176,0.0000231,0.3447
1393_PSMB7_5695;237,1393_PSMB7_5695,0.00039836,0.3447
216_WDR6_11180;337,216_WDR6_11180,0.00020684,0.3447
80_RPL27A_6157;5,80_RPL27A_6157,0.00000976,0.3447
1143_PHF2_5253;397,1143_PHF2_5253,0.00012375,0.3446
1321_MLLT4_4301;165,1321_MLLT4_4301,0.00010087,0.3446
596_RPS23_6228;129,596_RPS23_6228,0.00009233,0.3446
95_AHNAK_79026;877,95_AHNAK_79026,0.0000018,0.3446
1034_OCIAD2_132299;21,1034_OCIAD2_132299,0.00025174,0.3445
114_SRRM2_23524;1837,114_SRRM2_23524,0.00002309,0.3445
1431_ZNF462_58499;1253,1431_ZNF462_58499,0.00003431,0.3445
1115_ZNF350_59348;177,1115_ZNF350_59348,0.00001055,0.3444
1309_RAB3IP_117177;397,1309_RAB3IP_117177,0.00011054,0.3444
309_TMC8_147138;621,309_TMC8_147138,0.00019552,0.3444
799_MAPRE1_22919;49,799_MAPRE1_22919,0.00012473,0.3444
918_MT1G_4495;17,918_MT1G_4495,0.00010248,0.3444
922_CEP95_90799;337,922_CEP95_90799,0.00000091,0.3444
1002_PTPN11_5781;317,1002_PTPN11_5781,0.00000243,0.3443
1057_SRRM1_10250;269,1057_SRRM1_10250,0.00006248,0.3443
477_SRSF5_6430;173,477_SRSF5_6430,0.00000577,0.3443
149_RPS11_6205;141,149_RPS11_6205,0.00001175,0.3442
279_CTDSP2_10106;33,279_CTDSP2_10106,0.00021504,0.3442
56_ALPK1_80216;1029,56_ALPK1_80216,0.00001716,0.3442
1026_CLIP1_6249;5,1026_CLIP1_6249,0.00000561,0.3441
1386_RALGAPA2_57186;1621,1386_RALGAPA2_57186,0.00035644,0.3441
101_HSPH1_10808;577,101_HSPH1_10808,0.00004404,0.344
1379_KPNA4_3840;5,1379_KPNA4_3840,0.00012637,0.344
53_PABPC1_26986;165,53_PABPC1_26986,0.00001487,0.344
95_AHNAK_79026;2237,95_AHNAK_79026,0.00000242,0.344
515_ACO2_50;401,515_ACO2_50,0.00002013,0.3439
618_FKBP5_2289;53,618_FKBP5_2289,0.00000377,0.3439
1132_SH3RF1_57630;717,1132_SH3RF1_57630,0.00001428,0.3438
1178_C12orf51_283450;3329,1178_C12orf51_283450,0.00000164,0.3438
180_GLTSCR2_29997;141,180_GLTSCR2_29997,0.00014283,0.3438
337_ATP1B3_483;265,337_ATP1B3_483,0.00016602,0.3438
596_RPS23_6228;109,596_RPS23_6228,0.00006102,0.3438
95_AHNAK_79026;4829,95_AHNAK_79026,0.00000497,0.3438
1076_TANC1_85461;977,1076_TANC1_85461,0.00000206,0.3437
111_GDF15_9518;189,111_GDF15_9518,0.0000369,0.3437
112_RPL19_6143;73,112_RPL19_6143,0.00001497,0.3437
509_PILRB_29990;209,509_PILRB_29990,0.00017212,0.3437
699_RGPD5_84220;1073,699_RGPD5_84220,0.00023235,0.3437
821_RBM39_9584;73,821_RBM39_9584,0.00004733,0.3437
35_MYO1C_4641;665,35_MYO1C_4641,0.00000712,0.3436
770_ODC1_4953;45,770_ODC1_4953,0.00001291,0.3436
907_ACADVL_37;545,907_ACADVL_37,0.00000787,0.3436
101_HSPH1_10808;585,101_HSPH1_10808,0.0000075,0.3435
1077_NPM1_4869;221,1077_NPM1_4869,0.00000231,0.3435
1425_SSRP1_6749;673,1425_SSRP1_6749,0.00002645,0.3435
400_CKB_1152;305,400_CKB_1152,0.0000772,0.3435
470_SCCPDH_51097;217,470_SCCPDH_51097,0.00050417,0.3435
832_RPL3_6122;109,832_RPL3_6122,0.00012525,0.3435
114_SRRM2_23524;1089,114_SRRM2_23524,0.00000042,0.3434
1163_CARS2_79587;209,1163_CARS2_79587,0.00014541,0.3434
1167_BZW2_28969;177,1167_BZW2_28969,0.00034013,0.3434
389_RPL6_6128;145,389_RPL6_6128,0.00046457,0.3434
LINC00675.4_T141809_G033025_1_1138_1524_387;45,LINC00675.4_T141809_G033025_1_1138_1524_387,0.00049634,0.3433
1004_TRIP12_9320;1413,1004_TRIP12_9320,0.00000717,0.3433
180_GLTSCR2_29997;137,180_GLTSCR2_29997,0.00002945,0.3433
656_ANK3_288;4357,656_ANK3_288,0.00001141,0.3433
778_FAM120AOS_158293;97,778_FAM120AOS_158293,0.00123144,0.3433
806_CSDE1_7812;505,806_CSDE1_7812,0.00062581,0.3433
918_MT1G_4495;21,918_MT1G_4495,0.00001294,0.3433
440_NOP58_51602;345,440_NOP58_51602,0.00005404,0.3432
960_SEPT2_4735;241,960_SEPT2_4735,0.00002671,0.3432
1254_C19orf50_79036;81,1254_C19orf50_79036,0.00000852,0.3431
1433_SASH1_23328;1149,1433_SASH1_23328,0.00006109,0.3431
21_GTF2I_2969;633,21_GTF2I_2969,0.00005872,0.3431
596_RPS23_6228;125,596_RPS23_6228,0.00006615,0.3431
751_TRAM1_23471;101,751_TRAM1_23471,0.00000337,0.3431
332_RPL8_6132;145,332_RPL8_6132,0.00000403,0.343
525_TAF7_6879;149,525_TAF7_6879,0.00003089,0.343
1059_NEMF_9147;897,1059_NEMF_9147,0.00000028,0.3429
1133_SMARCA1_6594;1033,1133_SMARCA1_6594,0.00012587,0.3429
1143_PHF2_5253;553,1143_PHF2_5253,0.00001128,0.3429
1312_TAB2_23118;565,1312_TAB2_23118,0.00000097,0.3429
142_RPL13_6137;177,142_RPL13_6137,0.00014461,0.3429
263_RPL27_6155;109,263_RPL27_6155,0.00000647,0.3429
284_DSP_1832;433,284_DSP_1832,0.00000259,0.3429
513_ZMIZ1_57178;697,513_ZMIZ1_57178,0.00091514,0.3429
707_MORF4L1_10933;137,707_MORF4L1_10933,0.00007929,0.3429
893_UPF1_5976;1025,893_UPF1_5976,0.00001579,0.3429
935_HIPK3_10114;753,935_HIPK3_10114,0.00000054,0.3429
946_NKTR_4820;541,946_NKTR_4820,0.00000715,0.3429
1041_MLL_4297;1341,1041_MLL_4297,0.00000223,0.3428
1202_CTNNA1_1495;373,1202_CTNNA1_1495,0.00011828,0.3428
218_CHKA_1119;249,218_CHKA_1119,0.0000237,0.3428
956_RBM14_10432;593,956_RBM14_10432,0.00004294,0.3428
PCA29;221,PCA29,0.00000666,0.3427
1062_BCLAF1_9774;29,1062_BCLAF1_9774,0.0000855,0.3427
1102_BRD1_23774;741,1102_BRD1_23774,0.00053703,0.3427
1411_MAFG_4097;57,1411_MAFG_4097,0.00000938,0.3427
321_SSB_6741;265,321_SSB_6741,0.00001627,0.3427
859_KIAA1522_57648;17,859_KIAA1522_57648,0.00000153,0.3427
CAT668.2_T283555_G066082_1_5822_6478_657;165,CAT668.2_T283555_G066082_1_5822_6478_657,0.00003156,0.3426
1248_DHTKD1_55526;57,1248_DHTKD1_55526,0.00000078,0.3426
1310_TADA3_10474;77,1310_TADA3_10474,0.00002219,0.3426
226_RPS19_6223;9,226_RPS19_6223,0.00024913,0.3426
1041_MLL_4297;3549,1041_MLL_4297,0.00009447,0.3425
123_NEDD4L_23327;593,123_NEDD4L_23327,0.00012069,0.3425
1404_DPYSL3_1809;469,1404_DPYSL3_1809,0.00031558,0.3425
906_GTF3A_2971;217,906_GTF3A_2971,0.00077101,0.3425
1085_FAM117B_150864;285,1085_FAM117B_150864,0.00000203,0.3424
1180_ATP8B2_57198;273,1180_ATP8B2_57198,0.00001087,0.3424
247_UBA52_7311;109,247_UBA52_7311,0.00005769,0.3424
ADT14;573,ADT14,0.00011152,0.3423
1120_LAPTM4B_55353;125,1120_LAPTM4B_55353,0.00000716,0.3423
317_RPL13A_23521;177,317_RPL13A_23521,0.00000022,0.3423
477_SRSF5_6430;217,477_SRSF5_6430,0.00021687,0.3423
605_YTHDF1_54915;241,605_YTHDF1_54915,0.00001402,0.3423
629_RBM5_10181;185,629_RBM5_10181,0.00105314,0.3423
801_GRSF1_2926;465,801_GRSF1_2926,0.00024414,0.3423
1012_MAP3K5_4217;497,1012_MAP3K5_4217,0.0000694,0.3422
120_NPIPL3_23117;937,120_NPIPL3_23117,0.00000033,0.3422
1375_ARID4B_51742;177,1375_ARID4B_51742,0.00003026,0.3422
1387_RPA1_6117;253,1387_RPA1_6117,0.00000755,0.3422
162_CEBPD_1052;197,162_CEBPD_1052,0.00006492,0.3422
245_HNRNPC_3183;85,245_HNRNPC_3183,0.00008025,0.3422
30_LOC100132247_100132247;937,30_LOC100132247_100132247,0.00000033,0.3422
930_CEBPB_1051;277,930_CEBPB_1051,0.00006492,0.3422
1163_CARS2_79587;401,1163_CARS2_79587,0.00000596,0.3421
245_HNRNPC_3183;157,245_HNRNPC_3183,0.00029819,0.3421
893_UPF1_5976;677,893_UPF1_5976,0.00001144,0.3421
344_SEPT9_10801;317,344_SEPT9_10801,0.0000088,0.3419
439_TAX1BP1_8887;537,439_TAX1BP1_8887,0.00002128,0.3419
852_RAI1_10743;1449,852_RAI1_10743,0.00000852,0.3419
852_RAI1_10743;1537,852_RAI1_10743,0.00007267,0.3419
1096_ANKHD1_54882;1365,1096_ANKHD1_54882,0.00012017,0.3418
1222_SMARCC2_6601;293,1222_SMARCC2_6601,0.0000116,0.3418
1400_FOXJ3_22887;85,1400_FOXJ3_22887,0.00000438,0.3418
207_FAU_2197;81,207_FAU_2197,0.00010244,0.3418
438_AHCY_191;405,438_AHCY_191,0.00014375,0.3418
666_RRAGA_10670;225,666_RRAGA_10670,0.00008601,0.3418
937_MYL6_4637;293,937_MYL6_4637,0.0000116,0.3418
132_RPL21_6144;117,132_RPL21_6144,0.00000141,0.3417
740_PA2G4_5036;65,740_PA2G4_5036,0.00000277,0.3417
883_UBE2C_11065;17,883_UBE2C_11065,0.00000564,0.3417
88_RPL22_6146;57,88_RPL22_6146,0.00002607,0.3417
896_PTCD3_55037;589,896_PTCD3_55037,0.00010125,0.3417
930_CEBPB_1051;285,930_CEBPB_1051,0.00000717,0.3417
1051_TRA2B_6434;61,1051_TRA2B_6434,0.00008005,0.3416
1180_ATP8B2_57198;1177,1180_ATP8B2_57198,0.00007924,0.3416
475_PDHA1_5160;373,475_PDHA1_5160,0.00009847,0.3416
612_ARHGAP1_392;149,612_ARHGAP1_392,0.0002414,0.3416
767_DDX50_79009;333,767_DDX50_79009,0.00000218,0.3416
1223_EIF3M_10480;317,1223_EIF3M_10480,0.00000434,0.3415
569_NAP1L1_4673;257,569_NAP1L1_4673,0.00000673,0.3415
853_NBR1_4077;301,853_NBR1_4077,0.00001096,0.3415
906_GTF3A_2971;221,906_GTF3A_2971,0.00032965,0.3415
1032_C1orf9_51430;1257,1032_C1orf9_51430,0.00000963,0.3414
538_THRAP3_9967;657,538_THRAP3_9967,0.00000109,0.3414
724_CCT3_7203;525,724_CCT3_7203,0.00000473,0.3414
1102_BRD1_23774;521,1102_BRD1_23774,0.00003126,0.3413
1143_PHF2_5253;493,1143_PHF2_5253,0.00000474,0.3413
1277_FABP5_2171;97,1277_FABP5_2171,0.00000663,0.3413
1431_ZNF462_58499;265,1431_ZNF462_58499,0.00007075,0.3413
656_ANK3_288;3877,656_ANK3_288,0.00000093,0.3413
852_RAI1_10743;1553,852_RAI1_10743,0.00051136,0.3413
1253_ANKRD11_29123;361,1253_ANKRD11_29123,0.00016249,0.3412
1263_FBXO25_26260;121,1263_FBXO25_26260,0.00093226,0.3412
1289_MSH6_2956;297,1289_MSH6_2956,0.00022264,0.3412
328_C14orf2_9556;41,328_C14orf2_9556,0.00000109,0.3412
120_NPIPL3_23117;969,120_NPIPL3_23117,0.00000512,0.3411
30_LOC100132247_100132247;969,30_LOC100132247_100132247,0.00000512,0.3411
806_CSDE1_7812;405,806_CSDE1_7812,0.00046291,0.3411
114_SRRM2_23524;2029,114_SRRM2_23524,0.00002122,0.341
149_RPS11_6205;29,149_RPS11_6205,0.00004017,0.341
116_TRIB1_10221;173,116_TRIB1_10221,0.00004514,0.3409
1203_SRSF1_6426;205,1203_SRSF1_6426,0.00019119,0.3409
440_NOP58_51602;73,440_NOP58_51602,0.0000013,0.3409
465_DHCR24_1718;229,465_DHCR24_1718,0.00026798,0.3408
CAT1968.2_T153055_G035480_2_2275_2736_462;5,CAT1968.2_T153055_G035480_2_2275_2736_462,0.00000244,0.3407
114_SRRM2_23524;1841,114_SRRM2_23524,0.00000336,0.3407
290_BRD2_6046;337,290_BRD2_6046,0.00002649,0.3407
477_SRSF5_6430;193,477_SRSF5_6430,0.00016094,0.3407
847_TMC5_79838;405,847_TMC5_79838,0.00061737,0.3407
1287_MYO6_4646;749,1287_MYO6_4646,0.00013815,0.3406
1324_KIAA1430_57587;141,1324_KIAA1430_57587,0.00003845,0.3406
1407_FXR1_8087;553,1407_FXR1_8087,0.00000015,0.3406
266_UTRN_7402;2077,266_UTRN_7402,0.00000143,0.3406
59_MLPH_79083;33,59_MLPH_79083,0.00001387,0.3406
1004_TRIP12_9320;61,1004_TRIP12_9320,0.0000208,0.3405
1040_DIAPH1_1729;833,1040_DIAPH1_1729,0.00001645,0.3405
1312_TAB2_23118;453,1312_TAB2_23118,0.00031736,0.3405
1375_ARID4B_51742;377,1375_ARID4B_51742,0.00001096,0.3405
2261_KLK2_3817;237,2261_KLK2_3817,0.00045539,0.3405
714_MYH9_4627;1385,714_MYH9_4627,0.00000101,0.3405
1247_CRYL1_51084;177,1247_CRYL1_51084,0.00000237,0.3404
1256_C19orf28_126321;297,1256_C19orf28_126321,0.00049376,0.3404
300_GNL3_26354;13,300_GNL3_26354,0.00000991,0.3404
317_RPL13A_23521;17,317_RPL13A_23521,0.00051775,0.3404
716_GTF3C6_112495;101,716_GTF3C6_112495,0.00030968,0.3404
59_MLPH_79083;125,59_MLPH_79083,0.00004863,0.3403
608_CCDC6_8030;273,608_CCDC6_8030,0.00001484,0.3403
795_UQCRC2_7385;9,795_UQCRC2_7385,0.00008195,0.3403
1097_CCDC28A_25901;85,1097_CCDC28A_25901,0.00002444,0.3402
1122_NFIL3_4783;61,1122_NFIL3_4783,0.00002328,0.3402
176_ORC6_23594;193,176_ORC6_23594,0.00000802,0.3402
239_DDR1_780;673,239_DDR1_780,0.00072421,0.3402
696_ECI2_10455;49,696_ECI2_10455,0.00000175,0.3402
760_TALDO1_6888;217,760_TALDO1_6888,0.00004028,0.3402
899_RNF103_7844;181,899_RNF103_7844,0.00000213,0.3402
95_AHNAK_79026;2809,95_AHNAK_79026,0.00000822,0.3402
CTA24;9,CTA24,0.000023,0.3401
234_ARPC3_10094;69,234_ARPC3_10094,0.00009887,0.3401
296_NDUFS5_4725;69,296_NDUFS5_4725,0.00024233,0.3401
383_TBC1D8_11138;961,383_TBC1D8_11138,0.00001391,0.3401
1324_KIAA1430_57587;137,1324_KIAA1430_57587,0.00000069,0.34
202_NACA_4666;905,202_NACA_4666,0.0000011,0.34
1133_SMARCA1_6594;121,1133_SMARCA1_6594,0.00000589,0.3399
310_AKAP1_8165;789,310_AKAP1_8165,0.00010289,0.3399
946_NKTR_4820;969,946_NKTR_4820,0.00005308,0.3399
95_AHNAK_79026;2589,95_AHNAK_79026,0.00000258,0.3399
95_AHNAK_79026;2717,95_AHNAK_79026,0.00000258,0.3399
95_AHNAK_79026;4469,95_AHNAK_79026,0.00000258,0.3399
1059_NEMF_9147;485,1059_NEMF_9147,0.00000255,0.3398
1321_MLLT4_4301;1029,1321_MLLT4_4301,0.0001894,0.3398
1343_DAAM1_23002;237,1343_DAAM1_23002,0.00026694,0.3398
440_NOP58_51602;401,440_NOP58_51602,0.00000761,0.3398
769_PRDX6_9588;53,769_PRDX6_9588,0.00000333,0.3398
1182_PHF10_55274;385,1182_PHF10_55274,0.00001375,0.3397
290_BRD2_6046;341,290_BRD2_6046,0.00010062,0.3397
41_NKX3-1_4824;173,41_NKX3-1_4824,0.00028268,0.3397
65_ZKSCAN1_7586;325,65_ZKSCAN1_7586,0.0000018,0.3397
665_SLC2A4RG_56731;189,665_SLC2A4RG_56731,0.00034827,0.3397
940_LIMCH1_22998;113,940_LIMCH1_22998,0.00006696,0.3397
1041_MLL_4297;2297,1041_MLL_4297,0.00000829,0.3396
1046_SRRT_51593;413,1046_SRRT_51593,0.00008742,0.3396
1_HSPA1A_3303;497,1_HSPA1A_3303,0.00001235,0.3396
642_ERH_2079;89,642_ERH_2079,0.00006203,0.3396
765_ANKRD36_375248;1389,765_ANKRD36_375248,0.00002533,0.3396
1115_ZNF350_59348;193,1115_ZNF350_59348,0.00001959,0.3395
1368_VEZF1_7716;373,1368_VEZF1_7716,0.00000564,0.3395
1431_ZNF462_58499;1213,1431_ZNF462_58499,0.00000743,0.3395
2261_KLK2_3817;241,2261_KLK2_3817,0.00052138,0.3395
483_EML4_27436;197,483_EML4_27436,0.00000331,0.3395
602_REEP3_221035;165,602_REEP3_221035,0.00000147,0.3395
832_RPL3_6122;329,832_RPL3_6122,0.00000549,0.3395
959_NCOR2_9612;461,959_NCOR2_9612,0.00006565,0.3395
1103_USO1_8615;573,1103_USO1_8615,0.00002545,0.3394
305_NFE2L1_4779;653,305_NFE2L1_4779,0.00024553,0.3394
320_MLEC_9761;245,320_MLEC_9761,0.00000559,0.3394
352_HP1BP3_50809;457,352_HP1BP3_50809,0.00000667,0.3394
769_PRDX6_9588;141,769_PRDX6_9588,0.00004294,0.3394
876_SON_6651;121,876_SON_6651,0.00001194,0.3394
96_ND1_4535;2621,96_ND1_4535,0.00070237,0.3394
CAT1449.1_T070828_G016390_2_401_652_252;65,CAT1449.1_T070828_G016390_2_401_652_252,0.00001364,0.3393
327_AP3D1_8943;829,327_AP3D1_8943,0.00007763,0.3393
386_LRRC8A_56262;673,386_LRRC8A_56262,0.00014927,0.3393
417_PNISR_25957;561,417_PNISR_25957,0.0011584,0.3393
417_PNISR_25957;617,417_PNISR_25957,0.00005782,0.3393
778_FAM120AOS_158293;169,778_FAM120AOS_158293,0.00001028,0.3393
946_NKTR_4820;857,946_NKTR_4820,0.00000794,0.3393
111_GDF15_9518;185,111_GDF15_9518,0.00006503,0.3392
219_RPL36AL_6166;9,219_RPL36AL_6166,0.00006295,0.3392
234_ARPC3_10094;165,234_ARPC3_10094,0.00000051,0.3392
284_DSP_1832;441,284_DSP_1832,0.0000013,0.3392
523_TRMT5_57570;105,523_TRMT5_57570,0.0002023,0.3392
60_RPL36A_6173;9,60_RPL36A_6173,0.00006295,0.3392
1057_SRRM1_10250;361,1057_SRRM1_10250,0.00003301,0.3391
1350_MDH1_4190;97,1350_MDH1_4190,0.00000416,0.3391
1377_TRIM2_23321;433,1377_TRIM2_23321,0.00000422,0.3391
344_SEPT9_10801;397,344_SEPT9_10801,0.00001978,0.3391
776_PLA2G16_11145;145,776_PLA2G16_11145,0.00004808,0.3391
933_VCP_7415;657,933_VCP_7415,0.00001516,0.3391
CTA16;73,CTA16,0.00001285,0.339
1260_C1orf63_57035;53,1260_C1orf63_57035,0.00043372,0.339
519_NBPF11_200030;249,519_NBPF11_200030,0.000015,0.339
539_MAML1_9794;69,539_MAML1_9794,0.00000652,0.339
561_DYNC1LI2_1783;45,561_DYNC1LI2_1783,0.00002165,0.339
70_RPL32_6161;37,70_RPL32_6161,0.00000896,0.339
1004_TRIP12_9320;289,1004_TRIP12_9320,0.00001206,0.3389
1039_ABAT_18;281,1039_ABAT_18,0.00000953,0.3389
1264_CAST_831;681,1264_CAST_831,0.00000125,0.3389
16_ORAI1_84876;77,16_ORAI1_84876,0.0000327,0.3389
470_SCCPDH_51097;353,470_SCCPDH_51097,0.00000423,0.3389
869_COX7B_1349;5,869_COX7B_1349,0.00030083,0.3389
1041_MLL_4297;3733,1041_MLL_4297,0.00005051,0.3388
1294_CAPRIN1_4076;57,1294_CAPRIN1_4076,0.00030064,0.3388
702_ZNF395_55893;469,702_ZNF395_55893,0.00000474,0.3388
1312_TAB2_23118;553,1312_TAB2_23118,0.00000038,0.3387
633_USP54_159195;457,633_USP54_159195,0.00000563,0.3387
676_EIF3A_8661;857,676_EIF3A_8661,0.00001096,0.3387
765_ANKRD36_375248;1409,765_ANKRD36_375248,0.0000076,0.3387
1004_TRIP12_9320;269,1004_TRIP12_9320,0.00000948,0.3386
1418_YBX1_4904;89,1418_YBX1_4904,0.00000512,0.3386
